labeled_ratio,trial,seed,method,round_idx,epoch_in_round,global_epoch,train_loss,train_acc,val_loss,val_acc,val_f1,val_acc_improvement
0.4,2,43,pso,1,2,2,1.157047,0.592,1.164339,0.5958,0.594953,0.0796
0.4,2,43,pso,1,3,3,0.971589,0.661556,1.055481,0.6376,0.637764,0.0418
0.4,2,43,pso,2,1,4,0.785071,0.727353,1.041456,0.6442,0.642482,0.0066
0.4,2,43,pso,2,2,5,0.670796,0.764709,1.12296,0.6268,0.624529,-0.0174
0.4,2,43,pso,2,3,6,0.568616,0.800301,1.061023,0.6556,0.65289,0.0288
0.4,3,44,manual,1,1,1,1.59741,0.427333,1.395792,0.5092,0.483711,0.0
0.4,3,44,manual,1,2,2,1.215213,0.567,1.203863,0.575,0.571822,0.0658
0.4,3,44,manual,1,3,3,1.023131,0.640389,1.072705,0.6208,0.61331,0.0458
0.4,3,44,manual,2,1,4,0.860593,0.696,1.012624,0.6506,0.647444,0.0298
0.4,3,44,manual,2,2,5,0.741433,0.738703,0.986224,0.6556,0.650344,0.005
0.4,3,44,manual,2,3,6,0.637015,0.776973,1.027539,0.6548,0.653151,-0.0008
0.4,3,44,pso,1,1,1,1.597582,0.421889,1.458643,0.4674,0.444029,0.0
0.4,3,44,pso,1,2,2,1.213885,0.566333,1.188979,0.5794,0.586974,0.112
0.4,3,44,pso,1,3,3,1.00825,0.642667,1.055274,0.6256,0.628458,0.0462
0.4,3,44,pso,2,1,4,0.823852,0.713308,1.033194,0.6396,0.635774,0.014
0.4,3,44,pso,2,2,5,0.706662,0.750934,1.076436,0.6356,0.633941,-0.004
0.4,3,44,pso,2,3,6,0.604441,0.788875,1.014651,0.6616,0.660634,0.026
0.5,1,42,manual,1,1,1,1.520892,0.451556,1.256837,0.5466,0.535759,0.0
0.5,1,42,manual,1,2,2,1.125832,0.599156,1.074909,0.6144,0.611954,0.0678
0.5,1,42,manual,1,3,3,0.950139,0.666756,1.047866,0.6278,0.630713,0.0134
0.5,1,42,manual,2,1,4,0.804448,0.715783,1.03062,0.6388,0.636804,0.011
0.5,1,42,manual,2,2,5,0.694908,0.759261,0.983257,0.667,0.668895,0.0282
0.5,1,42,manual,2,3,6,0.595485,0.791565,1.029911,0.6584,0.645662,-0.0086
0.5,1,42,pso,1,1,1,1.521798,0.456044,1.249357,0.5586,0.554337,0.0
0.5,1,42,pso,1,2,2,1.127501,0.597244,1.130944,0.6076,0.605804,0.049
0.5,1,42,pso,1,3,3,0.947373,0.666844,1.016633,0.6386,0.63669,0.031
0.5,1,42,pso,2,1,4,0.80232,0.716311,0.975711,0.664,0.666285,0.0254
0.5,1,42,pso,2,2,5,0.679587,0.760498,1.006219,0.6646,0.665749,0.0006
0.5,1,42,pso,2,3,6,0.569188,0.801132,1.043464,0.6642,0.667112,-0.0004
0.5,2,43,manual,1,1,1,1.502488,0.460356,1.241801,0.556,0.554866,0.0
0.5,2,43,manual,1,2,2,1.110568,0.609333,1.105578,0.6114,0.601052,0.0554
0.5,2,43,manual,1,3,3,0.934646,0.673378,1.063212,0.6234,0.617196,0.012
0.5,2,43,manual,2,1,4,0.791404,0.721667,1.021804,0.6474,0.649427,0.024
0.5,2,43,manual,2,2,5,0.669554,0.767281,1.00688,0.6516,0.650451,0.0042
0.5,2,43,manual,2,3,6,0.564246,0.802632,1.025049,0.6596,0.659435,0.008
0.5,2,43,pso,1,1,1,1.503742,0.459022,1.206358,0.5722,0.56705,0.0
0.5,2,43,pso,1,2,2,1.112057,0.605156,1.057066,0.6236,0.620036,0.0514
0.5,2,43,pso,1,3,3,0.93597,0.668889,0.976591,0.655,0.654781,0.0314
0.5,2,43,pso,2,1,4,0.765393,0.730184,0.973962,0.6614,0.660239,0.0064
0.5,2,43,pso,2,2,5,0.645781,0.773395,0.945133,0.68,0.67898,0.0186
0.5,2,43,pso,2,3,6,0.550769,0.805973,0.984398,0.6772,0.676166,-0.0028
0.5,3,44,manual,1,1,1,1.531498,0.446756,1.28539,0.5474,0.53355,0.0
0.5,3,44,manual,1,2,2,1.131093,0.599378,1.090465,0.6142,0.616962,0.0668
0.5,3,44,manual,1,3,3,0.950858,0.665689,1.012002,0.6362,0.629064,0.022
0.5,3,44,manual,2,1,4,0.803344,0.717652,0.943117,0.6624,0.664113,0.0262
0.5,3,44,manual,2,2,5,0.685563,0.760304,0.930868,0.6808,0.677252,0.0184
0.5,3,44,manual,2,3,6,0.583304,0.794783,0.934235,0.6766,0.678614,-0.0042
0.5,3,44,pso,1,1,1,1.532967,0.444267,1.276528,0.5504,0.542506,0.0
0.5,3,44,pso,1,2,2,1.134645,0.597067,1.142051,0.596,0.590749,0.0456
0.5,3,44,pso,1,3,3,0.954112,0.6664,1.069711,0.625,0.633519,0.029
0.5,3,44,pso,2,1,4,0.79948,0.717726,1.020768,0.6404,0.643809,0.0154
0.5,3,44,pso,2,2,5,0.694059,0.756673,0.9952,0.6604,0.655055,0.02
0.5,3,44,pso,2,3,6,0.592635,0.793179,1.040915,0.654,0.655451,-0.0064
