labeled_ratio,trial,seed,method,selected_threshold,selected_max_pseudo,selected_pseudo_weight,tuning_best_val_acc,final_best_val_acc,final_test_acc,final_test_f1,total_pseudo_labeled,tuning_time_sec,final_run_time_sec,total_time_sec,search_history,final_epoch_history
0.2,3,44,manual,0.97,500,1.0,0.5256,0.5958,0.5973,0.5919709652977264,812,56.23489039999913,42.231522699999914,98.46641309999904,,"[{""round_idx"": 1, ""epoch_in_round"": 1, ""global_epoch"": 1, ""train_loss"": 1.745679706149631, ""train_acc"": 0.373, ""val_loss"": 1.4952386749267579, ""val_acc"": 0.466, ""val_f1"": 0.45959139146871014}, {""round_idx"": 1, ""epoch_in_round"": 2, ""global_epoch"": 2, ""train_loss"": 1.3482375455432467, ""train_acc"": 0.5136666666666667, ""val_loss"": 1.324317950439453, ""val_acc"": 0.516, ""val_f1"": 0.5062702688282033}, {""round_idx"": 1, ""epoch_in_round"": 3, ""global_epoch"": 3, ""train_loss"": 1.1492776775360107, ""train_acc"": 0.5902222222222222, ""val_loss"": 1.2484837646484375, ""val_acc"": 0.5504, ""val_f1"": 0.5527107586747595}, {""round_idx"": 2, ""epoch_in_round"": 1, ""global_epoch"": 4, ""train_loss"": 0.9731799511565375, ""train_acc"": 0.6560352233676976, ""val_loss"": 1.184337744140625, ""val_acc"": 0.581, ""val_f1"": 0.5745908986438418}, {""round_idx"": 2, ""epoch_in_round"": 2, ""global_epoch"": 5, ""train_loss"": 0.8319621626863775, ""train_acc"": 0.7062929553264605, ""val_loss"": 1.1836449729919434, ""val_acc"": 0.5958, ""val_f1"": 0.5907519077429808}, {""round_idx"": 2, ""epoch_in_round"": 3, ""global_epoch"": 6, ""train_loss"": 0.7140217894541029, ""train_acc"": 0.7569802405498282, ""val_loss"": 1.2038377334594728, ""val_acc"": 0.5842, ""val_f1"": 0.5794076313437843}]"
0.2,3,44,pso,0.9028206283141692,703,0.2,0.5432,0.5958,0.5958,0.5891747041495876,1406,112.4768312999986,42.276978199999576,154.75380949999817,"[0.5278, 0.5402, 0.5432]","[{""round_idx"": 1, ""epoch_in_round"": 1, ""global_epoch"": 1, ""train_loss"": 1.7444627092149523, ""train_acc"": 0.36533333333333334, ""val_loss"": 1.4501982666015625, ""val_acc"": 0.468, ""val_f1"": 0.4473694877304311}, {""round_idx"": 1, ""epoch_in_round"": 2, ""global_epoch"": 2, ""train_loss"": 1.3491864454481337, ""train_acc"": 0.5223333333333333, ""val_loss"": 1.2735261779785156, ""val_acc"": 0.5342, ""val_f1"": 0.5357788132839157}, {""round_idx"": 1, ""epoch_in_round"": 3, ""global_epoch"": 3, ""train_loss"": 1.1546732617484199, ""train_acc"": 0.5966666666666667, ""val_loss"": 1.227171223449707, ""val_acc"": 0.5598, ""val_f1"": 0.5531437103718351}, {""round_idx"": 2, ""epoch_in_round"": 1, ""global_epoch"": 4, ""train_loss"": 0.9610117434423313, ""train_acc"": 0.6592806348551994, ""val_loss"": 1.151186929321289, ""val_acc"": 0.5876, ""val_f1"": 0.5800346373094398}, {""round_idx"": 2, ""epoch_in_round"": 2, ""global_epoch"": 5, ""train_loss"": 0.8209590466442912, ""train_acc"": 0.7108110893538081, ""val_loss"": 1.152388150024414, ""val_acc"": 0.5886, ""val_f1"": 0.5860941887551349}, {""round_idx"": 2, ""epoch_in_round"": 3, ""global_epoch"": 6, ""train_loss"": 0.710551526108366, ""train_acc"": 0.7535813665876533, ""val_loss"": 1.1811960083007813, ""val_acc"": 0.5958, ""val_f1"": 0.5896546416751005}]"
0.3,1,42,manual,0.95,500,0.75,0.5678,0.6412,0.6392,0.6333444195915733,1000,60.403798799998185,48.78186889999779,109.18566769999597,,"[{""round_idx"": 1, ""epoch_in_round"": 1, ""global_epoch"": 1, ""train_loss"": 1.6477117152037444, ""train_acc"": 0.4054074074074074, ""val_loss"": 1.410629261779785, ""val_acc"": 0.5014, ""val_f1"": 0.4801967326127864}, {""round_idx"": 1, ""epoch_in_round"": 2, ""global_epoch"": 2, ""train_loss"": 1.2409850623166119, ""train_acc"": 0.5594074074074074, ""val_loss"": 1.1802107879638672, ""val_acc"": 0.5914, ""val_f1"": 0.590954022005336}, {""round_idx"": 1, ""epoch_in_round"": 3, ""global_epoch"": 3, ""train_loss"": 1.0420178830888536, ""train_acc"": 0.6284444444444445, ""val_loss"": 1.1053665733337403, ""val_acc"": 0.618, ""val_f1"": 0.6160710583935736}, {""round_idx"": 2, ""epoch_in_round"": 1, ""global_epoch"": 4, ""train_loss"": 0.8792021929195949, ""train_acc"": 0.6947857142857143, ""val_loss"": 1.0588708099365234, ""val_acc"": 0.6324, ""val_f1"": 0.6308875890923569}, {""round_idx"": 2, ""epoch_in_round"": 2, ""global_epoch"": 5, ""train_loss"": 0.7396551388331822, ""train_acc"": 0.7389285714285714, ""val_loss"": 1.0707144866943359, ""val_acc"": 0.634, ""val_f1"": 0.6393488851430831}, {""round_idx"": 2, ""epoch_in_round"": 3, ""global_epoch"": 6, ""train_loss"": 0.6170638665131161, ""train_acc"": 0.7866428571428571, ""val_loss"": 1.0966942947387694, ""val_acc"": 0.6412, ""val_f1"": 0.6373438958736399}]"
0.3,1,42,pso,0.9513662387739535,481,0.834678947074661,0.5792,0.6448,0.6394,0.6374207563667529,962,123.50819160000174,47.893686100000195,171.40187770000193,"[0.5792, 0.5792, 0.5792]","[{""round_idx"": 1, ""epoch_in_round"": 1, ""global_epoch"": 1, ""train_loss"": 1.6339309382262053, ""train_acc"": 0.4137037037037037, ""val_loss"": 1.337222135925293, ""val_acc"": 0.5238, ""val_f1"": 0.517118941116007}, {""round_idx"": 1, ""epoch_in_round"": 2, ""global_epoch"": 2, ""train_loss"": 1.2580296824066728, ""train_acc"": 0.5565925925925926, ""val_loss"": 1.2042146965026856, ""val_acc"": 0.5722, ""val_f1"": 0.5704968282882045}, {""round_idx"": 1, ""epoch_in_round"": 3, ""global_epoch"": 3, ""train_loss"": 1.0686282432344225, ""train_acc"": 0.6270370370370371, ""val_loss"": 1.139860228729248, ""val_acc"": 0.607, ""val_f1"": 0.5979840760488562}, {""round_idx"": 2, ""epoch_in_round"": 1, ""global_epoch"": 4, ""train_loss"": 0.8936752497437908, ""train_acc"": 0.6875759959945641, ""val_loss"": 1.0841054748535157, ""val_acc"": 0.6248, ""val_f1"": 0.6161672154048273}, {""round_idx"": 2, ""epoch_in_round"": 2, ""global_epoch"": 5, ""train_loss"": 0.7668651712826671, ""train_acc"": 0.7316357914312281, ""val_loss"": 1.0415134399414063, ""val_acc"": 0.6448, ""val_f1"": 0.6418104189776332}, {""round_idx"": 2, ""epoch_in_round"": 3, ""global_epoch"": 6, ""train_loss"": 0.6644112553499977, ""train_acc"": 0.7697589585866533, ""val_loss"": 1.0727575494766235, ""val_acc"": 0.6406, ""val_f1"": 0.6348869723405368}]"
0.3,2,43,manual,0.97,500,1.0,0.574,0.6232,0.6103,0.6093973911424688,1000,59.282486100000824,46.6584589999984,105.94094509999923,,"[{""round_idx"": 1, ""epoch_in_round"": 1, ""global_epoch"": 1, ""train_loss"": 1.6745757115681965, ""train_acc"": 0.3988148148148148, ""val_loss"": 1.453532046508789, ""val_acc"": 0.4792, ""val_f1"": 0.48395265788583963}, {""round_idx"": 1, ""epoch_in_round"": 2, ""global_epoch"": 2, ""train_loss"": 1.2736260656427454, ""train_acc"": 0.5412592592592592, ""val_loss"": 1.241792724609375, ""val_acc"": 0.5614, ""val_f1"": 0.5641008785640762}, {""round_idx"": 1, ""epoch_in_round"": 3, ""global_epoch"": 3, ""train_loss"": 1.090390207220007, ""train_acc"": 0.6151111111111112, ""val_loss"": 1.1577441139221192, ""val_acc"": 0.5948, ""val_f1"": 0.5921342348290479}, {""round_idx"": 2, ""epoch_in_round"": 1, ""global_epoch"": 4, ""train_loss"": 0.909260096005031, ""train_acc"": 0.6794285714285714, ""val_loss"": 1.0913868438720704, ""val_acc"": 0.6232, ""val_f1"": 0.62287514462961}, {""round_idx"": 2, ""epoch_in_round"": 2, ""global_epoch"": 5, ""train_loss"": 0.7862625092097691, ""train_acc"": 0.7222857142857143, ""val_loss"": 1.0760126052856445, ""val_acc"": 0.6202, ""val_f1"": 0.6222418722473322}, {""round_idx"": 2, ""epoch_in_round"": 3, ""global_epoch"": 6, ""train_loss"": 0.6954922916548593, ""train_acc"": 0.7548571428571429, ""val_loss"": 1.1615330474853516, ""val_acc"": 0.61, ""val_f1"": 0.6106733708265377}]"
0.3,2,43,pso,0.9012741552103025,1012,0.3735209098762551,0.567,0.6388,0.6338,0.630419579702946,2024,119.34213810000074,47.02120439999999,166.36334250000073,"[0.565, 0.565, 0.567]","[{""round_idx"": 1, ""epoch_in_round"": 1, ""global_epoch"": 1, ""train_loss"": 1.6348642160274365, ""train_acc"": 0.41044444444444445, ""val_loss"": 1.3788804397583008, ""val_acc"": 0.5004, ""val_f1"": 0.4869017988854963}, {""round_idx"": 1, ""epoch_in_round"": 2, ""global_epoch"": 2, ""train_loss"": 1.2374403029547798, ""train_acc"": 0.555037037037037, ""val_loss"": 1.209492978668213, ""val_acc"": 0.5738, ""val_f1"": 0.5761364011072292}, {""round_idx"": 1, ""epoch_in_round"": 3, ""global_epoch"": 3, ""train_loss"": 1.0355285886128744, ""train_acc"": 0.6351851851851852, ""val_loss"": 1.1324648513793945, ""val_acc"": 0.6014, ""val_f1"": 0.5930258488318345}, {""round_idx"": 2, ""epoch_in_round"": 1, ""global_epoch"": 4, ""train_loss"": 0.8322972636238611, ""train_acc"": 0.7055540242557883, ""val_loss"": 1.0717324333190918, ""val_acc"": 0.6276, ""val_f1"": 0.6187333492586486}, {""round_idx"": 2, ""epoch_in_round"": 2, ""global_epoch"": 5, ""train_loss"": 0.7061686241114152, ""train_acc"": 0.7513092613009923, ""val_loss"": 1.076205457305908, ""val_acc"": 0.6388, ""val_f1"": 0.6358123981300461}, {""round_idx"": 2, ""epoch_in_round"": 3, ""global_epoch"": 6, ""train_loss"": 0.5935491244611562, ""train_acc"": 0.7932056229327453, ""val_loss"": 1.1287736335754395, ""val_acc"": 0.626, ""val_f1"": 0.6234470122542956}]"
0.3,3,44,manual,0.93,300,0.5,0.5722,0.6242,0.6319,0.6327871999154213,600,59.09736640000119,46.32342460000291,105.4207910000041,,"[{""round_idx"": 1, ""epoch_in_round"": 1, ""global_epoch"": 1, ""train_loss"": 1.6356847889864887, ""train_acc"": 0.4100740740740741, ""val_loss"": 1.3925388931274414, ""val_acc"": 0.5022, ""val_f1"": 0.4897528291900398}, {""round_idx"": 1, ""epoch_in_round"": 2, ""global_epoch"": 2, ""train_loss"": 1.2537632001241048, ""train_acc"": 0.5432592592592592, ""val_loss"": 1.2545238189697265, ""val_acc"": 0.5548, ""val_f1"": 0.5542302908997245}, {""round_idx"": 1, ""epoch_in_round"": 3, ""global_epoch"": 3, ""train_loss"": 1.069546834203932, ""train_acc"": 0.6224444444444445, ""val_loss"": 1.1852001182556153, ""val_acc"": 0.5802, ""val_f1"": 0.5732019963096936}, {""round_idx"": 2, ""epoch_in_round"": 1, ""global_epoch"": 4, ""train_loss"": 0.8948831641846808, ""train_acc"": 0.6809420289855073, ""val_loss"": 1.106032423400879, ""val_acc"": 0.613, ""val_f1"": 0.6067740796086871}, {""round_idx"": 2, ""epoch_in_round"": 2, ""global_epoch"": 5, ""train_loss"": 0.7661061253409455, ""train_acc"": 0.731304347826087, ""val_loss"": 1.0737590446472167, ""val_acc"": 0.6242, ""val_f1"": 0.6251275892266812}, {""round_idx"": 2, ""epoch_in_round"": 3, ""global_epoch"": 6, ""train_loss"": 0.6372313484592714, ""train_acc"": 0.7769565217391304, ""val_loss"": 1.169377950668335, ""val_acc"": 0.622, ""val_f1"": 0.613782510071968}]"
0.3,3,44,pso,0.9333992104835653,671,0.6491752667113698,0.5736,0.6286,0.6315,0.6337209306845735,1342,118.72044549999919,46.696796899999754,165.41724239999894,"[0.557, 0.5672, 0.5736]","[{""round_idx"": 1, ""epoch_in_round"": 1, ""global_epoch"": 1, ""train_loss"": 1.684373707594695, ""train_acc"": 0.3956296296296296, ""val_loss"": 1.3938279846191406, ""val_acc"": 0.5162, ""val_f1"": 0.5062190852303204}, {""round_idx"": 1, ""epoch_in_round"": 2, ""global_epoch"": 2, ""train_loss"": 1.2858617056387442, ""train_acc"": 0.5408888888888889, ""val_loss"": 1.1962070495605468, ""val_acc"": 0.58, ""val_f1"": 0.5727174627251196}, {""round_idx"": 1, ""epoch_in_round"": 3, ""global_epoch"": 3, ""train_loss"": 1.0867143462498983, ""train_acc"": 0.614, ""val_loss"": 1.1245426277160644, ""val_acc"": 0.6024, ""val_f1"": 0.5921985436974708}, {""round_idx"": 2, ""epoch_in_round"": 1, ""global_epoch"": 4, ""train_loss"": 0.9135023306104394, ""train_acc"": 0.6742643426716534, ""val_loss"": 1.156040030670166, ""val_acc"": 0.599, ""val_f1"": 0.6060862609304455}, {""round_idx"": 2, ""epoch_in_round"": 2, ""global_epoch"": 5, ""train_loss"": 0.7834361009991133, ""train_acc"": 0.7221085315080094, ""val_loss"": 1.0803951866149903, ""val_acc"": 0.6286, ""val_f1"": 0.6311892349818001}, {""round_idx"": 2, ""epoch_in_round"": 3, ""global_epoch"": 6, ""train_loss"": 0.6772297953139347, ""train_acc"": 0.7633194552254604, ""val_loss"": 1.1513954681396485, ""val_acc"": 0.6266, ""val_f1"": 0.6240357224255215}]"
0.4,1,42,manual,0.95,500,0.75,0.5872,0.6708,0.6571,0.6537114033428509,1000,63.19565159999911,52.267779800000426,115.46343139999954,,"[{""round_idx"": 1, ""epoch_in_round"": 1, ""global_epoch"": 1, ""train_loss"": 1.5620242487589517, ""train_acc"": 0.43722222222222223, ""val_loss"": 1.2862219741821288, ""val_acc"": 0.5456, ""val_f1"": 0.5374548540546386}, {""round_idx"": 1, ""epoch_in_round"": 2, ""global_epoch"": 2, ""train_loss"": 1.1552054992251926, ""train_acc"": 0.5931666666666666, ""val_loss"": 1.1223004791259765, ""val_acc"": 0.6048, ""val_f1"": 0.6030819665149618}, {""round_idx"": 1, ""epoch_in_round"": 3, ""global_epoch"": 3, ""train_loss"": 0.9761698729197185, ""train_acc"": 0.6567777777777778, ""val_loss"": 1.0195976203918458, ""val_acc"": 0.6436, ""val_f1"": 0.6418091460701254}, {""round_idx"": 2, ""epoch_in_round"": 1, ""global_epoch"": 4, ""train_loss"": 0.8114066747716955, ""train_acc"": 0.7140540540540541, ""val_loss"": 1.0094156303405761, ""val_acc"": 0.6476, ""val_f1"": 0.6433093804249223}, {""round_idx"": 2, ""epoch_in_round"": 2, ""global_epoch"": 5, ""train_loss"": 0.6888373444015915, ""train_acc"": 0.7568108108108108, ""val_loss"": 0.9967683326721192, ""val_acc"": 0.66, ""val_f1"": 0.6590638374849465}, {""round_idx"": 2, ""epoch_in_round"": 3, ""global_epoch"": 6, ""train_loss"": 0.5802654449230916, ""train_acc"": 0.7983243243243243, ""val_loss"": 1.021363195037842, ""val_acc"": 0.6708, ""val_f1"": 0.6685616382473933}]"
0.4,1,42,pso,0.9227477688333077,808,0.826632007537025,0.6122,0.6448,0.6511,0.6515782294606682,1616,127.30127490000086,51.39227900000333,178.6935539000042,"[0.6122, 0.6122, 0.6122]","[{""round_idx"": 1, ""epoch_in_round"": 1, ""global_epoch"": 1, ""train_loss"": 1.5891486286587186, ""train_acc"": 0.4251666666666667, ""val_loss"": 1.3504627868652344, ""val_acc"": 0.5184, ""val_f1"": 0.5109393424646705}, {""round_idx"": 1, ""epoch_in_round"": 2, ""global_epoch"": 2, ""train_loss"": 1.1891726366678874, ""train_acc"": 0.5781666666666667, ""val_loss"": 1.1690848052978515, ""val_acc"": 0.5862, ""val_f1"": 0.5848427933899621}, {""round_idx"": 1, ""epoch_in_round"": 3, ""global_epoch"": 3, ""train_loss"": 1.004858113394843, ""train_acc"": 0.6458888888888888, ""val_loss"": 1.0672995498657227, ""val_acc"": 0.6264, ""val_f1"": 0.6252310296173638}, {""round_idx"": 2, ""epoch_in_round"": 1, ""global_epoch"": 4, ""train_loss"": 0.8287014848675843, ""train_acc"": 0.7100701829008932, ""val_loss"": 1.027720288848877, ""val_acc"": 0.6448, ""val_f1"": 0.6447601044403667}, {""round_idx"": 2, ""epoch_in_round"": 2, ""global_epoch"": 5, ""train_loss"": 0.7029843435090737, ""train_acc"": 0.7519140791152701, ""val_loss"": 1.0471220365047456, ""val_acc"": 0.6426, ""val_f1"": 0.63954979926038}, {""round_idx"": 2, ""epoch_in_round"": 3, ""global_epoch"": 6, ""train_loss"": 0.5914005605731301, ""train_acc"": 0.7929604423649511, ""val_loss"": 1.0766178080558777, ""val_acc"": 0.6388, ""val_f1"": 0.6372486935347378}]"
0.4,2,43,manual,0.95,500,0.75,0.5992,0.6562,0.655,0.6502196553529999,1000,63.17604559999745,51.48381370000061,114.65985929999806,,"[{""round_idx"": 1, ""epoch_in_round"": 1, ""global_epoch"": 1, ""train_loss"": 1.5413883192274305, ""train_acc"": 0.448, ""val_loss"": 1.2811303466796875, ""val_acc"": 0.548, ""val_f1"": 0.548215537861903}, {""round_idx"": 1, ""epoch_in_round"": 2, ""global_epoch"": 2, ""train_loss"": 1.1579389413197836, ""train_acc"": 0.59, ""val_loss"": 1.1881501167297364, ""val_acc"": 0.5784, ""val_f1"": 0.5696032329449439}, {""round_idx"": 1, ""epoch_in_round"": 3, ""global_epoch"": 3, ""train_loss"": 0.9728708320193821, ""train_acc"": 0.658, ""val_loss"": 1.0643216796875, ""val_acc"": 0.6284, ""val_f1"": 0.6226107930436047}, {""round_idx"": 2, ""epoch_in_round"": 1, ""global_epoch"": 4, ""train_loss"": 0.8208934721044592, ""train_acc"": 0.7143243243243244, ""val_loss"": 1.0448813896179199, ""val_acc"": 0.6414, ""val_f1"": 0.63850841978109}, {""round_idx"": 2, ""epoch_in_round"": 2, ""global_epoch"": 5, ""train_loss"": 0.6809115881017737, ""train_acc"": 0.7594054054054054, ""val_loss"": 1.0109163032531738, ""val_acc"": 0.6562, ""val_f1"": 0.6520937654312383}, {""round_idx"": 2, ""epoch_in_round"": 3, ""global_epoch"": 6, ""train_loss"": 0.5624253419412149, ""train_acc"": 0.8044864864864865, ""val_loss"": 1.106149789428711, ""val_acc"": 0.6424, ""val_f1"": 0.6358972091967448}]"
0.4,2,43,pso,0.9461243544354214,1274,0.45967900657140337,0.6128,0.6556,0.6549,0.6526357555516301,2548,126.88016760000028,51.75624739999694,178.6364149999972,"[0.603, 0.6128, 0.6128]","[{""round_idx"": 1, ""epoch_in_round"": 1, ""global_epoch"": 1, ""train_loss"": 1.5792324532402886, ""train_acc"": 0.42777777777777776, ""val_loss"": 1.359443440246582, ""val_acc"": 0.5162, ""val_f1"": 0.5035525806353853}, {""round_idx"": 1, ""epoch_in_round"": 2, ""global_epoch"": 2, ""train_loss"": 1.1570467938317193, ""train_acc"": 0.592, ""val_loss"": 1.164339298248291, ""val_acc"": 0.5958, ""val_f1"": 0.5949532190948068}, {""round_idx"": 1, ""epoch_in_round"": 3, ""global_epoch"": 3, ""train_loss"": 0.971589135699802, ""train_acc"": 0.6615555555555556, ""val_loss"": 1.055480662536621, ""val_acc"": 0.6376, ""val_f1"": 0.6377636178285461}, {""round_idx"": 2, ""epoch_in_round"": 1, ""global_epoch"": 4, ""train_loss"": 0.785071466113072, ""train_acc"": 0.7273529106568434, ""val_loss"": 1.0414555446624756, ""val_acc"": 0.6442, ""val_f1"": 0.642482390789867}, {""round_idx"": 2, ""epoch_in_round"": 2, ""global_epoch"": 5, ""train_loss"": 0.6707958514430382, ""train_acc"": 0.7647089343156585, ""val_loss"": 1.1229602928161622, ""val_acc"": 0.6268, ""val_f1"": 0.6245289315909605}, {""round_idx"": 2, ""epoch_in_round"": 3, ""global_epoch"": 6, ""train_loss"": 0.5686162255068123, ""train_acc"": 0.8003009235239182, ""val_loss"": 1.0610231357574462, ""val_acc"": 0.6556, ""val_f1"": 0.6528903606153758}]"
0.4,3,44,manual,0.95,500,0.75,0.5928,0.6556,0.6575,0.6516466794576109,1000,62.75278679999974,51.87881060000291,114.63159740000265,,"[{""round_idx"": 1, ""epoch_in_round"": 1, ""global_epoch"": 1, ""train_loss"": 1.5974101918538413, ""train_acc"": 0.42733333333333334, ""val_loss"": 1.3957924728393554, ""val_acc"": 0.5092, ""val_f1"": 0.4837105947944792}, {""round_idx"": 1, ""epoch_in_round"": 2, ""global_epoch"": 2, ""train_loss"": 1.2152130680084228, ""train_acc"": 0.567, ""val_loss"": 1.2038627983093262, ""val_acc"": 0.575, ""val_f1"": 0.5718219386337351}, {""round_idx"": 1, ""epoch_in_round"": 3, ""global_epoch"": 3, ""train_loss"": 1.023130945417616, ""train_acc"": 0.6403888888888889, ""val_loss"": 1.0727052490234374, ""val_acc"": 0.6208, ""val_f1"": 0.6133098959188439}, {""round_idx"": 2, ""epoch_in_round"": 1, ""global_epoch"": 4, ""train_loss"": 0.8605932365623681, ""train_acc"": 0.696, ""val_loss"": 1.012624391937256, ""val_acc"": 0.6506, ""val_f1"": 0.6474444063906497}, {""round_idx"": 2, ""epoch_in_round"": 2, ""global_epoch"": 5, ""train_loss"": 0.7414334297180176, ""train_acc"": 0.7387027027027027, ""val_loss"": 0.9862239151000977, ""val_acc"": 0.6556, ""val_f1"": 0.6503443540042388}, {""round_idx"": 2, ""epoch_in_round"": 3, ""global_epoch"": 6, ""train_loss"": 0.6370150322785249, ""train_acc"": 0.776972972972973, ""val_loss"": 1.0275387756347656, ""val_acc"": 0.6548, ""val_f1"": 0.6531514461174959}]"
0.4,3,44,pso,0.9223192480671003,1003,0.8272033111767855,0.5998,0.6616,0.6624,0.6620160090534117,2006,126.50267890000032,52.075244999999995,178.57792390000031,"[0.5852, 0.5998, 0.5998]","[{""round_idx"": 1, ""epoch_in_round"": 1, ""global_epoch"": 1, ""train_loss"": 1.5975822024875217, ""train_acc"": 0.42188888888888887, ""val_loss"": 1.4586426498413085, ""val_acc"": 0.4674, ""val_f1"": 0.4440294207241883}, {""round_idx"": 1, ""epoch_in_round"": 2, ""global_epoch"": 2, ""train_loss"": 1.2138850156995986, ""train_acc"": 0.5663333333333334, ""val_loss"": 1.1889790451049804, ""val_acc"": 0.5794, ""val_f1"": 0.5869735080585217}, {""round_idx"": 1, ""epoch_in_round"": 3, ""global_epoch"": 3, ""train_loss"": 1.0082504732343887, ""train_acc"": 0.6426666666666667, ""val_loss"": 1.0552738067626952, ""val_acc"": 0.6256, ""val_f1"": 0.628457908356764}, {""round_idx"": 2, ""epoch_in_round"": 1, ""global_epoch"": 4, ""train_loss"": 0.823852206495996, ""train_acc"": 0.7133084249855286, ""val_loss"": 1.033194492340088, ""val_acc"": 0.6396, ""val_f1"": 0.6357736382104088}, {""round_idx"": 2, ""epoch_in_round"": 2, ""global_epoch"": 5, ""train_loss"": 0.7066620768593881, ""train_acc"": 0.7509340630426775, ""val_loss"": 1.0764364883422852, ""val_acc"": 0.6356, ""val_f1"": 0.633940584029812}, {""round_idx"": 2, ""epoch_in_round"": 3, ""global_epoch"": 6, ""train_loss"": 0.6044410449143793, ""train_acc"": 0.7888754407198864, ""val_loss"": 1.0146513038635254, ""val_acc"": 0.6616, ""val_f1"": 0.6606342710942585}]"
0.5,1,42,manual,0.97,500,1.0,0.6306,0.667,0.6631,0.6662360946510372,1000,67.16452649999701,56.32078779999938,123.48531429999639,,"[{""round_idx"": 1, ""epoch_in_round"": 1, ""global_epoch"": 1, ""train_loss"": 1.5208919510947334, ""train_acc"": 0.45155555555555554, ""val_loss"": 1.2568370803833009, ""val_acc"": 0.5466, ""val_f1"": 0.5357593141680927}, {""round_idx"": 1, ""epoch_in_round"": 2, ""global_epoch"": 2, ""train_loss"": 1.1258319624476962, ""train_acc"": 0.5991555555555556, ""val_loss"": 1.0749087608337402, ""val_acc"": 0.6144, ""val_f1"": 0.6119535215894166}, {""round_idx"": 1, ""epoch_in_round"": 3, ""global_epoch"": 3, ""train_loss"": 0.950139419248369, ""train_acc"": 0.6667555555555555, ""val_loss"": 1.0478658866882324, ""val_acc"": 0.6278, ""val_f1"": 0.6307131175134617}, {""round_idx"": 2, ""epoch_in_round"": 1, ""global_epoch"": 4, ""train_loss"": 0.8044480172862177, ""train_acc"": 0.7157826086956521, ""val_loss"": 1.0306202323913574, ""val_acc"": 0.6388, ""val_f1"": 0.6368039579413327}, {""round_idx"": 2, ""epoch_in_round"": 2, ""global_epoch"": 5, ""train_loss"": 0.6949081780806832, ""train_acc"": 0.7592608695652174, ""val_loss"": 0.983256778717041, ""val_acc"": 0.667, ""val_f1"": 0.6688954050922268}, {""round_idx"": 2, ""epoch_in_round"": 3, ""global_epoch"": 6, ""train_loss"": 0.5954847524891729, ""train_acc"": 0.7915652173913044, ""val_loss"": 1.0299111534118652, ""val_acc"": 0.6584, ""val_f1"": 0.6456618469122041}]"
0.5,1,42,pso,0.9443732429970935,289,0.46207793270194836,0.64,0.6646,0.663,0.6644606974246151,578,134.28653320000012,55.90128349999941,190.18781669999953,"[0.6208, 0.623, 0.64]","[{""round_idx"": 1, ""epoch_in_round"": 1, ""global_epoch"": 1, ""train_loss"": 1.5217975321875679, ""train_acc"": 0.4560444444444444, ""val_loss"": 1.2493565948486327, ""val_acc"": 0.5586, ""val_f1"": 0.5543368391023787}, {""round_idx"": 1, ""epoch_in_round"": 2, ""global_epoch"": 2, ""train_loss"": 1.1275012951321073, ""train_acc"": 0.5972444444444445, ""val_loss"": 1.130943556213379, ""val_acc"": 0.6076, ""val_f1"": 0.6058039864200782}, {""round_idx"": 1, ""epoch_in_round"": 3, ""global_epoch"": 3, ""train_loss"": 0.9473726379818387, ""train_acc"": 0.6668444444444445, ""val_loss"": 1.0166334121704101, ""val_acc"": 0.6386, ""val_f1"": 0.6366903622378981}, {""round_idx"": 2, ""epoch_in_round"": 1, ""global_epoch"": 4, ""train_loss"": 0.8023201916791017, ""train_acc"": 0.7163105006801527, ""val_loss"": 0.975710897064209, ""val_acc"": 0.664, ""val_f1"": 0.6662852882053948}, {""round_idx"": 2, ""epoch_in_round"": 2, ""global_epoch"": 5, ""train_loss"": 0.6795865770775437, ""train_acc"": 0.7604984861117206, ""val_loss"": 1.0062187847137452, ""val_acc"": 0.6646, ""val_f1"": 0.6657487643975581}, {""round_idx"": 2, ""epoch_in_round"": 3, ""global_epoch"": 6, ""train_loss"": 0.5691882965477265, ""train_acc"": 0.8011321251480977, ""val_loss"": 1.0434639072418213, ""val_acc"": 0.6642, ""val_f1"": 0.667112426574937}]"
