labeled_ratio,trial,seed,method,round_idx,epoch_in_round,global_epoch,train_loss,train_acc,val_loss,val_acc,val_f1,val_acc_improvement
0.15,3,44,manual,2,1,5,0.690698,0.761091,1.25011,0.5748,0.571541,0.0192
0.15,3,44,manual,2,2,6,0.552607,0.812242,1.312525,0.574,0.571522,-0.0008
0.15,3,44,manual,2,3,7,0.422784,0.853576,1.394755,0.5794,0.577926,0.0054
0.15,3,44,manual,2,4,8,0.298097,0.901455,1.670211,0.5636,0.557266,-0.0158
0.15,3,44,manual,3,1,9,0.295558,0.898564,1.614229,0.5634,0.553,-0.0002
0.15,3,44,manual,3,2,10,0.194135,0.936923,1.802165,0.568,0.568434,0.0046
0.15,3,44,manual,3,3,11,0.125222,0.95959,1.894437,0.576,0.573804,0.008
0.15,3,44,manual,3,4,12,0.111168,0.963077,2.142038,0.5642,0.563117,-0.0118
0.15,3,44,pso,1,1,1,1.86499,0.335407,1.612219,0.4232,0.41109,0.0
0.15,3,44,pso,1,2,2,1.479404,0.468296,1.478901,0.4782,0.459354,0.055
0.15,3,44,pso,1,3,3,1.316926,0.535111,1.341174,0.5318,0.530744,0.0536
0.15,3,44,pso,1,4,4,1.184758,0.581185,1.34344,0.5284,0.530498,-0.0034
0.15,3,44,pso,2,1,5,1.075807,0.618535,1.310398,0.5444,0.537879,0.016
0.15,3,44,pso,2,2,6,0.974681,0.658157,1.268625,0.5586,0.548691,0.0142
0.15,3,44,pso,2,3,7,0.88018,0.68927,1.248623,0.5724,0.568425,0.0138
0.15,3,44,pso,2,4,8,0.788103,0.727563,1.272683,0.5694,0.56624,-0.003
0.15,3,44,pso,3,1,9,0.690703,0.756711,1.260978,0.5824,0.581491,0.013
0.15,3,44,pso,3,2,10,0.601951,0.792842,1.293701,0.57,0.565474,-0.0124
0.15,3,44,pso,3,3,11,0.529553,0.818099,1.330782,0.5772,0.568427,0.0072
0.15,3,44,pso,3,4,12,0.460838,0.846302,1.414105,0.5636,0.553323,-0.0136
0.15,4,45,manual,1,1,1,1.816557,0.350074,1.569728,0.4298,0.411197,0.0
0.15,4,45,manual,1,2,2,1.420327,0.499407,1.354903,0.5236,0.510747,0.0938
0.15,4,45,manual,1,3,3,1.232308,0.563556,1.281188,0.5444,0.536261,0.0208
0.15,4,45,manual,1,4,4,1.063135,0.633037,1.23766,0.567,0.565031,0.0226
0.15,4,45,manual,2,1,5,0.881899,0.693517,1.203169,0.5816,0.574799,0.0146
0.15,4,45,manual,2,2,6,0.748856,0.742345,1.265751,0.5836,0.574509,0.002
0.15,4,45,manual,2,3,7,0.629294,0.784552,1.248135,0.5812,0.581251,-0.0024
0.15,4,45,manual,2,4,8,0.499586,0.833379,1.309651,0.5972,0.589714,0.016
0.15,4,45,manual,3,1,9,0.389847,0.868258,1.366801,0.5982,0.589899,0.001
0.15,4,45,manual,3,2,10,0.282195,0.91071,1.432602,0.5976,0.597617,-0.0006
0.15,4,45,manual,3,3,11,0.207572,0.936,1.554402,0.5988,0.597134,0.0012
0.15,4,45,manual,3,4,12,0.13587,0.961806,1.850631,0.5834,0.578697,-0.0154
0.15,4,45,pso,1,1,1,1.796841,0.348444,1.496098,0.4682,0.462502,0.0
0.15,4,45,pso,1,2,2,1.373869,0.506074,1.407389,0.4882,0.491302,0.02
0.15,4,45,pso,1,3,3,1.179794,0.585333,1.319529,0.5266,0.510611,0.0384
0.15,4,45,pso,1,4,4,1.012164,0.640741,1.367723,0.5448,0.533746,0.0182
0.15,4,45,pso,2,1,5,0.789768,0.721351,1.268792,0.5674,0.566805,0.0226
0.15,4,45,pso,2,2,6,0.626578,0.787696,1.329093,0.5738,0.575015,0.0064
0.15,4,45,pso,2,3,7,0.511082,0.827637,1.483587,0.5686,0.55357,-0.0052
0.15,4,45,pso,2,4,8,0.384178,0.869052,1.495055,0.578,0.5791,0.0094
0.15,4,45,pso,3,1,9,0.284637,0.904797,1.75572,0.5676,0.566488,-0.0104
0.15,4,45,pso,3,2,10,0.17778,0.942609,1.94792,0.5704,0.5697,0.0028
0.15,4,45,pso,3,3,11,0.120575,0.965125,2.09337,0.5738,0.568112,0.0034
0.15,4,45,pso,3,4,12,0.080909,0.976872,2.274131,0.5616,0.561877,-0.0122
0.15,5,46,manual,1,1,1,1.845819,0.330519,1.534162,0.4436,0.429454,0.0
0.15,5,46,manual,1,2,2,1.402241,0.501778,1.447996,0.4818,0.475361,0.0382
0.15,5,46,manual,1,3,3,1.209526,0.579852,1.292284,0.5378,0.529584,0.056
0.15,5,46,manual,1,4,4,1.057803,0.627259,1.253853,0.5648,0.570058,0.027
0.15,5,46,manual,2,1,5,0.831351,0.715556,1.228573,0.574,0.56582,0.0092
0.15,5,46,manual,2,2,6,0.731826,0.745359,1.203667,0.5856,0.585262,0.0116
0.15,5,46,manual,2,3,7,0.641076,0.778824,1.311421,0.5684,0.562529,-0.0172
0.15,5,46,manual,2,4,8,0.532947,0.823137,1.307408,0.5926,0.583589,0.0242
0.15,5,46,manual,3,1,9,0.415615,0.861287,1.391892,0.5906,0.586683,-0.002
0.15,5,46,manual,3,2,10,0.312081,0.898596,1.418998,0.5966,0.590286,0.006
0.15,5,46,manual,3,3,11,0.251688,0.918713,1.542092,0.5796,0.577928,-0.017
0.15,5,46,manual,3,4,12,0.188184,0.941871,1.748461,0.5764,0.57948,-0.0032
0.15,5,46,pso,1,1,1,1.786462,0.354519,1.459255,0.4658,0.462549,0.0
0.15,5,46,pso,1,2,2,1.345031,0.522222,1.303653,0.53,0.520483,0.0642
0.15,5,46,pso,1,3,3,1.140029,0.601185,1.264351,0.5464,0.535163,0.0164
0.15,5,46,pso,1,4,4,0.972281,0.655556,1.242255,0.5722,0.569351,0.0258
0.15,5,46,pso,2,1,5,0.785808,0.725171,1.228946,0.5822,0.574751,0.01
0.15,5,46,pso,2,2,6,0.624077,0.7827,1.252291,0.5886,0.589999,0.0064
0.15,5,46,pso,2,3,7,0.481423,0.839253,1.386543,0.5902,0.596059,0.0016
0.15,5,46,pso,2,4,8,0.349523,0.886196,1.480024,0.5794,0.577942,-0.0108
0.15,5,46,pso,3,1,9,0.363513,0.876314,1.416274,0.583,0.580173,0.0036
0.15,5,46,pso,3,2,10,0.228723,0.927576,1.661554,0.5746,0.578369,-0.0084
0.15,5,46,pso,3,3,11,0.154017,0.95347,1.797914,0.5682,0.56662,-0.0064
0.15,5,46,pso,3,4,12,0.11541,0.965431,1.970806,0.5778,0.577669,0.0096
0.2,1,42,manual,1,1,1,1.7627,0.367556,1.478117,0.4576,0.450902,0.0
0.2,1,42,manual,1,2,2,1.336442,0.514333,1.30206,0.5362,0.530517,0.0786
0.2,1,42,manual,1,3,3,1.173946,0.581889,1.197854,0.5756,0.569441,0.0394
0.2,1,42,manual,1,4,4,1.026233,0.635889,1.1879,0.5782,0.571824,0.0026
0.2,1,42,manual,2,1,5,0.859266,0.698526,1.153799,0.5988,0.600255,0.0206
0.2,1,42,manual,2,2,6,0.734321,0.744947,1.209948,0.594,0.584245,-0.0048
0.2,1,42,manual,2,3,7,0.616058,0.788316,1.284738,0.5814,0.574978,-0.0126
0.2,1,42,manual,2,4,8,0.507192,0.825368,1.275661,0.6008,0.600693,0.0194
0.2,1,42,manual,3,1,9,0.38871,0.8668,1.377171,0.6016,0.600005,0.0008
0.2,1,42,manual,3,2,10,0.27585,0.9097,1.496514,0.5938,0.59786,-0.0078
0.2,1,42,manual,3,3,11,0.198702,0.9374,1.673283,0.5978,0.597346,0.004
0.2,1,42,manual,3,4,12,0.149147,0.952,1.768951,0.601,0.592838,0.0032
0.2,1,42,pso,1,1,1,1.746365,0.375333,1.471665,0.466,0.45305,0.0
0.2,1,42,pso,1,2,2,1.315724,0.531889,1.322808,0.5258,0.514365,0.0598
0.2,1,42,pso,1,3,3,1.137767,0.598556,1.175092,0.5764,0.576705,0.0506
0.2,1,42,pso,1,4,4,0.976432,0.651667,1.194152,0.579,0.569007,0.0026
0.2,1,42,pso,2,1,5,0.736996,0.738134,1.162987,0.598,0.592979,0.019
0.2,1,42,pso,2,2,6,0.60549,0.787724,1.14632,0.627,0.622902,0.029
0.2,1,42,pso,2,3,7,0.487428,0.832963,1.201957,0.613,0.611143,-0.014
0.2,1,42,pso,2,4,8,0.385542,0.870082,1.328101,0.6116,0.610692,-0.0014
0.2,1,42,pso,3,1,9,0.450833,0.840034,1.192735,0.6212,0.622534,0.0096
0.2,1,42,pso,3,2,10,0.339537,0.88195,1.36022,0.6116,0.612429,-0.0096
0.2,1,42,pso,3,3,11,0.253425,0.915654,1.537001,0.613,0.614796,0.0014
0.2,1,42,pso,3,4,12,0.174923,0.941488,1.613169,0.5988,0.598137,-0.0142
0.2,2,43,manual,1,1,1,1.712623,0.382333,1.417072,0.4882,0.478167,0.0
0.2,2,43,manual,1,2,2,1.299124,0.536111,1.312222,0.5336,0.517271,0.0454
0.2,2,43,manual,1,3,3,1.078658,0.614667,1.156623,0.5874,0.585035,0.0538
0.2,2,43,manual,1,4,4,0.905809,0.686556,1.150485,0.6018,0.595442,0.0144
0.2,2,43,manual,2,1,5,0.673612,0.764902,1.228082,0.587,0.580761,-0.0148
0.2,2,43,manual,2,2,6,0.530019,0.816863,1.197036,0.5984,0.593674,0.0114
0.2,2,43,manual,2,3,7,0.412993,0.856471,1.38078,0.598,0.58978,-0.0004
0.2,2,43,manual,2,4,8,0.301383,0.898039,1.375037,0.6114,0.610731,0.0134
0.2,2,43,manual,3,1,9,0.207442,0.927895,1.611761,0.5898,0.582736,-0.0216
0.2,2,43,manual,3,2,10,0.135715,0.954737,1.779768,0.5982,0.597682,0.0084
0.2,2,43,manual,3,3,11,0.080827,0.974737,1.975346,0.6066,0.601232,0.0084
0.2,2,43,manual,3,4,12,0.079631,0.976316,2.204154,0.588,0.589465,-0.0186
0.2,2,43,pso,1,1,1,1.751863,0.365,1.443122,0.4804,0.47551,0.0
0.2,2,43,pso,1,2,2,1.338851,0.520222,1.30097,0.529,0.524164,0.0486
0.2,2,43,pso,1,3,3,1.127867,0.600222,1.204199,0.5672,0.56707,0.0382
0.2,2,43,pso,1,4,4,0.949543,0.662889,1.254748,0.57,0.560447,0.0028
0.2,2,43,pso,2,1,5,0.755016,0.728328,1.211676,0.596,0.595611,0.026
0.2,2,43,pso,2,2,6,0.585053,0.795728,1.289154,0.6046,0.601016,0.0086
0.2,2,43,pso,2,3,7,0.455543,0.833264,1.326985,0.5976,0.59465,-0.007
0.2,2,43,pso,2,4,8,0.345564,0.880755,1.452439,0.608,0.607942,0.0104
0.2,2,43,pso,3,1,9,0.255524,0.911645,1.672652,0.6074,0.607658,-0.0006
0.2,2,43,pso,3,2,10,0.146115,0.949942,1.981743,0.5922,0.597345,-0.0152
0.2,2,43,pso,3,3,11,0.137753,0.952955,2.139041,0.58,0.576058,-0.0122
0.2,2,43,pso,3,4,12,0.085149,0.973659,2.381477,0.5998,0.59878,0.0198
0.2,3,44,manual,1,1,1,1.749385,0.376556,1.511735,0.4616,0.456232,0.0
0.2,3,44,manual,1,2,2,1.37947,0.504111,1.321765,0.5258,0.52547,0.0642
0.2,3,44,manual,1,3,3,1.190834,0.575667,1.258356,0.5428,0.527054,0.017
0.2,3,44,manual,1,4,4,1.035304,0.637889,1.186592,0.575,0.566003,0.0322
0.2,3,44,manual,2,1,5,0.860937,0.701474,1.171103,0.5878,0.584778,0.0128
0.2,3,44,manual,2,2,6,0.730353,0.745474,1.164436,0.609,0.606698,0.0212
0.2,3,44,manual,2,3,7,0.593049,0.796632,1.219651,0.5998,0.590923,-0.0092
0.2,3,44,manual,2,4,8,0.498295,0.831263,1.258438,0.6098,0.607103,0.01
0.2,3,44,manual,3,1,9,0.366799,0.8785,1.359639,0.6122,0.60865,0.0024
0.2,3,44,manual,3,2,10,0.25212,0.9204,1.520691,0.5928,0.589744,-0.0194
0.2,3,44,manual,3,3,11,0.177611,0.9479,1.627543,0.5888,0.589041,-0.004
0.2,3,44,manual,3,4,12,0.128338,0.9621,1.800437,0.5968,0.593614,0.008
0.2,3,44,pso,1,1,1,1.777042,0.360111,1.47837,0.4748,0.462918,0.0
0.2,3,44,pso,1,2,2,1.381091,0.503333,1.300924,0.5468,0.545131,0.072
0.2,3,44,pso,1,3,3,1.207036,0.569222,1.224705,0.5644,0.561414,0.0176
0.2,3,44,pso,1,4,4,1.062541,0.622556,1.18101,0.5846,0.58314,0.0202
0.2,3,44,pso,2,1,5,0.895197,0.682172,1.141761,0.5966,0.599856,0.012
0.2,3,44,pso,2,2,6,0.772862,0.728066,1.161499,0.5996,0.590713,0.003
0.2,3,44,pso,2,3,7,0.660176,0.76721,1.140046,0.611,0.610184,0.0114
0.2,3,44,pso,2,4,8,0.568064,0.804589,1.164854,0.6122,0.607126,0.0012
0.2,3,44,pso,3,1,9,0.463296,0.841064,1.228019,0.614,0.614469,0.0018
0.2,3,44,pso,3,2,10,0.357154,0.880433,1.329707,0.6128,0.606775,-0.0012
0.2,3,44,pso,3,3,11,0.292011,0.900994,1.486918,0.6014,0.597152,-0.0114
0.2,3,44,pso,3,4,12,0.224534,0.926135,1.560641,0.6054,0.601646,0.004
0.2,4,45,manual,1,1,1,1.760365,0.368444,1.506731,0.4524,0.437289,0.0
0.2,4,45,manual,1,2,2,1.366217,0.509889,1.350589,0.5102,0.498485,0.0578
0.2,4,45,manual,1,3,3,1.189101,0.576111,1.258287,0.544,0.531077,0.0338
0.2,4,45,manual,1,4,4,1.042244,0.632,1.194259,0.5764,0.564969,0.0324
0.2,4,45,manual,2,1,5,0.870019,0.694947,1.178524,0.5956,0.5922,0.0192
0.2,4,45,manual,2,2,6,0.737223,0.741684,1.197664,0.5924,0.585324,-0.0032
0.2,4,45,manual,2,3,7,0.628819,0.783368,1.217134,0.6144,0.613455,0.022
0.2,4,45,manual,2,4,8,0.513706,0.826632,1.27719,0.6024,0.599015,-0.012
0.2,4,45,manual,3,1,9,0.509414,0.8208,1.302548,0.5938,0.594946,-0.0086
0.2,4,45,manual,3,2,10,0.401442,0.8641,1.2794,0.6118,0.608526,0.018
0.2,4,45,manual,3,3,11,0.295989,0.9014,1.397825,0.6066,0.605036,-0.0052
0.2,4,45,manual,3,4,12,0.224943,0.9282,1.507672,0.614,0.613632,0.0074
0.2,4,45,pso,1,1,1,1.762631,0.354444,1.55034,0.4398,0.419519,0.0
0.2,4,45,pso,1,2,2,1.35912,0.508778,1.342072,0.52,0.508292,0.0802
0.2,4,45,pso,1,3,3,1.160754,0.586667,1.222444,0.5712,0.573221,0.0512
0.2,4,45,pso,1,4,4,0.973582,0.658556,1.175096,0.5884,0.589108,0.0172
0.2,4,45,pso,2,1,5,0.721412,0.74297,1.235899,0.5844,0.589513,-0.004
0.2,4,45,pso,2,2,6,0.585217,0.794789,1.235357,0.6006,0.602335,0.0162
0.2,4,45,pso,2,3,7,0.454379,0.84002,1.313951,0.5984,0.596385,-0.0022
0.2,4,45,pso,2,4,8,0.320979,0.890659,1.471092,0.597,0.591619,-0.0014
0.2,4,45,pso,3,1,9,0.427729,0.850176,1.288724,0.5948,0.595606,-0.0022
0.2,4,45,pso,3,2,10,0.305225,0.894004,1.451908,0.6016,0.600168,0.0068
0.2,4,45,pso,3,3,11,0.216054,0.924603,1.699442,0.5888,0.583898,-0.0128
0.2,4,45,pso,3,4,12,0.158551,0.947531,1.892691,0.5864,0.5885,-0.0024
0.2,5,46,manual,1,1,1,1.734146,0.368778,1.453365,0.4766,0.476568,0.0
0.2,5,46,manual,1,2,2,1.353828,0.516111,1.296277,0.5288,0.517589,0.0522
0.2,5,46,manual,1,3,3,1.176672,0.581,1.19467,0.5726,0.571873,0.0438
0.2,5,46,manual,1,4,4,1.046397,0.637889,1.182064,0.5832,0.580125,0.0106
0.2,5,46,manual,2,1,5,0.909693,0.680532,1.148196,0.5928,0.592786,0.0096
0.2,5,46,manual,2,2,6,0.783179,0.728298,1.143633,0.6038,0.595016,0.011
0.2,5,46,manual,2,3,7,0.695959,0.757872,1.189708,0.6074,0.594323,0.0036
0.2,5,46,manual,2,4,8,0.587907,0.797979,1.177201,0.615,0.615205,0.0076
0.2,5,46,manual,3,1,9,0.482007,0.834694,1.196829,0.6158,0.61444,0.0008
0.2,5,46,manual,3,2,10,0.385517,0.87,1.333765,0.5942,0.586395,-0.0216
0.2,5,46,manual,3,3,11,0.315501,0.896735,1.426113,0.6,0.596746,0.0058
0.2,5,46,manual,3,4,12,0.232912,0.930816,1.447093,0.6114,0.612016,0.0114
0.2,5,46,pso,1,1,1,1.704285,0.380111,1.597939,0.4424,0.425793,0.0
0.2,5,46,pso,1,2,2,1.305367,0.529444,1.3131,0.535,0.517063,0.0926
0.2,5,46,pso,1,3,3,1.103453,0.603556,1.261816,0.5618,0.551949,0.0268
0.2,5,46,pso,1,4,4,0.948853,0.659111,1.224135,0.5774,0.565462,0.0156
0.2,5,46,pso,2,1,5,0.726576,0.747811,1.214686,0.592,0.591543,0.0146
0.2,5,46,pso,2,2,6,0.597897,0.788812,1.317248,0.5798,0.577553,-0.0122
0.2,5,46,pso,2,3,7,0.455268,0.843412,1.435819,0.5848,0.580515,0.005
0.2,5,46,pso,2,4,8,0.345367,0.878953,1.583759,0.5772,0.571481,-0.0076
0.2,5,46,pso,3,1,9,0.56635,0.797964,1.355086,0.5904,0.583449,0.0132
0.2,5,46,pso,3,2,10,0.42644,0.846169,1.434562,0.583,0.584736,-0.0074
0.2,5,46,pso,3,3,11,0.316631,0.889764,1.690428,0.5744,0.568462,-0.0086
0.2,5,46,pso,3,4,12,0.212925,0.926349,1.848252,0.579,0.583794,0.0046
0.3,1,42,manual,1,1,1,1.635928,0.40637,1.397075,0.496,0.493189,0.0
0.3,1,42,manual,1,2,2,1.215383,0.564519,1.200704,0.5692,0.564085,0.0732
0.3,1,42,manual,1,3,3,1.017792,0.640889,1.090076,0.6192,0.612044,0.05
0.3,1,42,manual,1,4,4,0.868848,0.692667,1.06844,0.6298,0.624147,0.0106
0.3,1,42,manual,2,1,5,0.693651,0.756667,1.076158,0.6364,0.637512,0.0066
0.3,1,42,manual,2,2,6,0.556894,0.806122,1.101569,0.6358,0.632036,-0.0006
0.3,1,42,manual,2,3,7,0.45267,0.841769,1.161708,0.6478,0.644477,0.012
0.3,1,42,manual,2,4,8,0.344004,0.882381,1.208437,0.6404,0.640071,-0.0074
0.3,1,42,manual,3,1,9,0.340466,0.880503,1.260975,0.6364,0.640006,-0.004
0.3,1,42,manual,3,2,10,0.23985,0.917925,1.444053,0.6256,0.622311,-0.0108
0.3,1,42,manual,3,3,11,0.186583,0.934088,1.587771,0.6184,0.613938,-0.0072
0.3,1,42,manual,3,4,12,0.124093,0.960503,1.775856,0.6338,0.633276,0.0154
0.3,1,42,pso,1,1,1,1.672281,0.392889,1.397517,0.4958,0.495197,0.0
0.3,1,42,pso,1,2,2,1.291218,0.535185,1.30151,0.5342,0.510055,0.0384
0.3,1,42,pso,1,3,3,1.117252,0.599556,1.138507,0.6034,0.600382,0.0692
0.3,1,42,pso,1,4,4,0.97946,0.65163,1.097066,0.6156,0.61602,0.0122
0.3,1,42,pso,2,1,5,0.815009,0.712864,1.070022,0.6256,0.626292,0.01
0.3,1,42,pso,2,2,6,0.700164,0.750841,1.090241,0.6272,0.626989,0.0016
0.3,1,42,pso,2,3,7,0.606309,0.787346,1.110241,0.633,0.630951,0.0058
0.3,1,42,pso,2,4,8,0.518661,0.818806,1.193477,0.615,0.608999,-0.018
0.3,1,42,pso,3,1,9,0.495597,0.82857,1.225979,0.6218,0.614257,0.0068
0.3,1,42,pso,3,2,10,0.417248,0.857817,1.225915,0.6238,0.619361,0.002
0.3,1,42,pso,3,3,11,0.325736,0.890455,1.289964,0.6298,0.63064,0.006
0.3,1,42,pso,3,4,12,0.260124,0.915382,1.406636,0.63,0.629573,0.0002
0.3,2,43,manual,1,1,1,1.615193,0.419111,1.331757,0.52,0.516237,0.0
0.3,2,43,manual,1,2,2,1.195665,0.572815,1.212868,0.57,0.566721,0.05
0.3,2,43,manual,1,3,3,0.994829,0.645111,1.103328,0.6168,0.611175,0.0468
0.3,2,43,manual,1,4,4,0.820092,0.710889,1.07383,0.6412,0.636941,0.0244
0.3,2,43,manual,2,1,5,0.621088,0.780467,1.13241,0.6312,0.636398,-0.01
0.3,2,43,manual,2,2,6,0.477913,0.831933,1.187606,0.648,0.644048,0.0168
0.3,2,43,manual,2,3,7,0.356847,0.880333,1.416314,0.6082,0.605594,-0.0398
0.3,2,43,manual,2,4,8,0.259841,0.9082,1.577492,0.625,0.618497,0.0168
0.3,2,43,manual,3,1,9,0.347662,0.877394,1.2912,0.6326,0.629104,0.0076
0.3,2,43,manual,3,2,10,0.237974,0.917455,1.390024,0.6342,0.632729,0.0016
0.3,2,43,manual,3,3,11,0.157939,0.947697,1.666741,0.627,0.625253,-0.0072
0.3,2,43,manual,3,4,12,0.12181,0.959212,1.794696,0.6328,0.630392,0.0058
0.3,2,43,pso,1,1,1,1.656681,0.403259,1.415052,0.488,0.466367,0.0
0.3,2,43,pso,1,2,2,1.232995,0.557778,1.225528,0.5588,0.544497,0.0708
0.3,2,43,pso,1,3,3,1.049776,0.626741,1.12766,0.5966,0.581511,0.0378
0.3,2,43,pso,1,4,4,0.892209,0.684741,1.096133,0.614,0.612729,0.0174
0.3,2,43,pso,2,1,5,0.748824,0.735547,1.05697,0.6388,0.639817,0.0248
0.3,2,43,pso,2,2,6,0.61179,0.787226,1.131076,0.6316,0.631779,-0.0072
0.3,2,43,pso,2,3,7,0.51028,0.820657,1.170421,0.6272,0.624647,-0.0044
0.3,2,43,pso,2,4,8,0.408413,0.859124,1.274979,0.6324,0.633745,0.0052
0.3,2,43,pso,3,1,9,0.617769,0.783669,1.117009,0.629,0.622635,-0.0034
0.3,2,43,pso,3,2,10,0.498402,0.827122,1.242657,0.6164,0.610152,-0.0126
0.3,2,43,pso,3,3,11,0.392034,0.863741,1.265645,0.629,0.622039,0.0126
0.3,2,43,pso,3,4,12,0.284221,0.901367,1.405428,0.6172,0.616417,-0.0118
0.3,3,44,manual,1,1,1,1.609195,0.416667,1.363162,0.5122,0.510665,0.0
0.3,3,44,manual,1,2,2,1.219947,0.563037,1.203773,0.5748,0.576536,0.0626
0.3,3,44,manual,1,3,3,1.014048,0.642815,1.125148,0.607,0.599301,0.0322
0.3,3,44,manual,1,4,4,0.858256,0.699481,1.11385,0.6104,0.606497,0.0034
0.3,3,44,manual,2,1,5,0.659913,0.769467,1.106936,0.6224,0.61858,0.012
0.3,3,44,manual,2,2,6,0.52562,0.8176,1.198179,0.623,0.618794,0.0006
0.3,3,44,manual,2,3,7,0.4211,0.853533,1.250191,0.6254,0.619491,0.0024
0.3,3,44,manual,2,4,8,0.308323,0.8958,1.318251,0.6312,0.62506,0.0058
0.3,3,44,manual,3,1,9,0.232562,0.918121,1.482158,0.6304,0.630425,-0.0008
0.3,3,44,manual,3,2,10,0.143142,0.953091,1.799535,0.6088,0.608565,-0.0216
0.3,3,44,manual,3,3,11,0.109098,0.964424,1.972832,0.6252,0.619934,0.0164
0.3,3,44,manual,3,4,12,0.10497,0.964667,1.991297,0.6138,0.609475,-0.0114
0.3,3,44,pso,1,1,1,1.630769,0.413704,1.436302,0.4924,0.477057,0.0
0.3,3,44,pso,1,2,2,1.206714,0.572444,1.187638,0.5726,0.569903,0.0802
0.3,3,44,pso,1,3,3,1.006302,0.646296,1.137827,0.602,0.597438,0.0294
0.3,3,44,pso,1,4,4,0.840353,0.707259,1.059516,0.627,0.624264,0.025
0.3,3,44,pso,2,1,5,0.692244,0.757879,1.076602,0.6272,0.62819,0.0002
0.3,3,44,pso,2,2,6,0.538791,0.811418,1.114104,0.6428,0.641655,0.0156
0.3,3,44,pso,2,3,7,0.42183,0.854452,1.209796,0.639,0.636615,-0.0038
0.3,3,44,pso,2,4,8,0.311289,0.895747,1.312836,0.6452,0.645231,0.0062
0.3,3,44,pso,3,1,9,0.242727,0.919183,1.568607,0.6274,0.621563,-0.0178
0.3,3,44,pso,3,2,10,0.147122,0.951935,1.637416,0.6352,0.634682,0.0078
0.3,3,44,pso,3,3,11,0.104726,0.968099,1.835281,0.633,0.635234,-0.0022
0.3,3,44,pso,3,4,12,0.099217,0.966185,1.935773,0.6286,0.627668,-0.0044
0.3,4,45,manual,1,1,1,1.639828,0.418296,1.387853,0.5034,0.496008,0.0
0.3,4,45,manual,1,2,2,1.270755,0.550815,1.208814,0.575,0.571508,0.0716
0.3,4,45,manual,1,3,3,1.07471,0.621556,1.146551,0.5976,0.594382,0.0226
0.3,4,45,manual,1,4,4,0.936446,0.671333,1.079884,0.6234,0.616824,0.0258
0.3,4,45,manual,2,1,5,0.788234,0.723357,1.065035,0.6398,0.640411,0.0164
0.3,4,45,manual,2,2,6,0.665987,0.765286,1.103113,0.6262,0.623013,-0.0136
0.3,4,45,manual,2,3,7,0.576854,0.796714,1.132296,0.6358,0.631079,0.0096
0.3,4,45,manual,2,4,8,0.466388,0.837143,1.190169,0.6352,0.633004,-0.0006
0.3,4,45,manual,3,1,9,0.654736,0.769724,1.097812,0.623,0.621308,-0.0122
0.3,4,45,manual,3,2,10,0.553083,0.807862,1.118659,0.6322,0.631092,0.0092
0.3,4,45,manual,3,3,11,0.445428,0.845379,1.206272,0.6222,0.614609,-0.01
0.3,4,45,manual,3,4,12,0.375794,0.867517,1.226783,0.6378,0.63368,0.0156
0.3,4,45,pso,1,1,1,1.672882,0.394593,1.421141,0.4862,0.469727,0.0
0.3,4,45,pso,1,2,2,1.278403,0.547407,1.334733,0.5256,0.522353,0.0394
0.3,4,45,pso,1,3,3,1.089381,0.617778,1.156002,0.5896,0.59383,0.064
0.3,4,45,pso,1,4,4,0.952428,0.668148,1.124906,0.608,0.603599,0.0184
0.3,4,45,pso,2,1,5,0.794863,0.719897,1.083384,0.623,0.618198,0.015
0.3,4,45,pso,2,2,6,0.688845,0.758825,1.08074,0.631,0.622833,0.008
0.3,4,45,pso,2,3,7,0.583519,0.795591,1.104878,0.6398,0.635984,0.0088
0.3,4,45,pso,2,4,8,0.489562,0.833752,1.173905,0.6338,0.630019,-0.006
0.3,4,45,pso,3,1,9,0.471432,0.83597,1.174091,0.6322,0.631942,-0.0016
0.3,4,45,pso,3,2,10,0.377355,0.872693,1.204747,0.623,0.622124,-0.0092
0.3,4,45,pso,3,3,11,0.295576,0.901701,1.331672,0.6272,0.627641,0.0042
0.3,4,45,pso,3,4,12,0.225773,0.925897,1.465643,0.6282,0.630241,0.001
0.3,5,46,manual,1,1,1,1.62758,0.41237,1.345986,0.524,0.520632,0.0
0.3,5,46,manual,1,2,2,1.231003,0.561852,1.250623,0.556,0.563261,0.032
0.3,5,46,manual,1,3,3,1.060641,0.626444,1.142456,0.6,0.596381,0.044
0.3,5,46,manual,1,4,4,0.910311,0.677407,1.066956,0.6254,0.622711,0.0254
0.3,5,46,manual,2,1,5,0.754514,0.736429,1.105104,0.6184,0.615534,-0.007
0.3,5,46,manual,2,2,6,0.626013,0.781071,1.061077,0.6508,0.647537,0.0324
0.3,5,46,manual,2,3,7,0.510989,0.821286,1.12629,0.6442,0.640289,-0.0066
0.3,5,46,manual,2,4,8,0.410228,0.861714,1.219755,0.6326,0.633003,-0.0116
0.3,5,46,manual,3,1,9,0.515469,0.81931,1.137073,0.6296,0.629425,-0.003
0.3,5,46,manual,3,2,10,0.399114,0.865172,1.236515,0.6286,0.625786,-0.001
0.3,5,46,manual,3,3,11,0.302105,0.900138,1.358416,0.6284,0.629797,-0.0002
0.3,5,46,manual,3,4,12,0.226928,0.923862,1.472097,0.6166,0.613245,-0.0118
0.3,5,46,pso,1,1,1,1.648741,0.406074,1.352317,0.518,0.519115,0.0
